Index,Date,Open,High,Low,Close,Adj Close,Volume
NYA,01-03-1966,517.900024,517.900024,517.900024,517.900024,517.900024,0
NYA,02-03-1966,512.830017,512.830017,512.830017,512.830017,512.830017,0
NYA,03-03-1966,514.940002,514.940002,514.940002,514.940002,514.940002,0
NYA,04-03-1966,513.349976,513.349976,513.349976,513.349976,513.349976,0
NYA,07-03-1966,506.380005,506.380005,506.380005,506.380005,506.380005,0
NYA,08-03-1966,506.899994,506.899994,506.899994,506.899994,506.899994,0
NYA,09-03-1966,511.130005,511.130005,511.130005,511.130005,511.130005,0
NYA,10-03-1966,511.23999,511.23999,511.23999,511.23999,511.23999,0
NYA,11-03-1966,510.820007,510.820007,510.820007,510.820007,510.820007,0
NYA,14-03-1966,504.899994,504.899994,504.899994,504.899994,504.899994,0
NYA,15-03-1966,501.51001,501.51001,501.51001,501.51001,501.51001,0
NYA,16-03-1966,504.26001,504.26001,504.26001,504.26001,504.26001,0
NYA,17-03-1966,505.850006,505.850006,505.850006,505.850006,505.850006,0
NYA,18-03-1966,508.279999,508.279999,508.279999,508.279999,508.279999,0
NYA,21-03-1966,512.190002,512.190002,512.190002,512.190002,512.190002,0
NYA,22-03-1966,513.669983,513.669983,513.669983,513.669983,513.669983,0
NYA,23-03-1966,511.980011,511.980011,511.980011,511.980011,511.980011,0
NYA,24-03-1966,512.719971,512.719971,512.719971,512.719971,512.719971,0
NYA,25-03-1966,513.98999,513.98999,513.98999,513.98999,513.98999,0
NYA,28-03-1966,514.940002,514.940002,514.940002,514.940002,514.940002,0
NYA,29-03-1966,512.830017,512.830017,512.830017,512.830017,512.830017,0
NYA,30-03-1966,508.600006,508.600006,508.600006,508.600006,508.600006,0
NYA,31-03-1966,511.450012,511.450012,511.450012,511.450012,511.450012,0
NYA,01-04-1966,515.580017,515.580017,515.580017,515.580017,515.580017,0
NYA,04-04-1966,520.22998,520.22998,520.22998,520.22998,520.22998,0
NYA,05-04-1966,523.51001,523.51001,523.51001,523.51001,523.51001,0
NYA,06-04-1966,524.880005,524.880005,524.880005,524.880005,524.880005,0
NYA,07-04-1966,525.940002,525.940002,525.940002,525.940002,525.940002,0
NYA,11-04-1966,525.72998,525.72998,525.72998,525.72998,525.72998,0
NYA,12-04-1966,524.140015,524.140015,524.140015,524.140015,524.140015,0
NYA,13-04-1966,524.349976,524.349976,524.349976,524.349976,524.349976,0
NYA,14-04-1966,525.409973,525.409973,525.409973,525.409973,525.409973,0
NYA,15-04-1966,526.359985,526.359985,526.359985,526.359985,526.359985,0
NYA,18-04-1966,524.25,524.25,524.25,524.25,524.25,0
NYA,19-04-1966,524.559998,524.559998,524.559998,524.559998,524.559998,0
NYA,20-04-1966,527.419983,527.419983,527.419983,527.419983,527.419983,0
NYA,21-04-1966,529.109985,529.109985,529.109985,529.109985,529.109985,0
NYA,22-04-1966,528.049988,528.049988,528.049988,528.049988,528.049988,0
NYA,25-04-1966,527.52002,527.52002,527.52002,527.52002,527.52002,0
NYA,26-04-1966,526.150024,526.150024,526.150024,526.150024,526.150024,0
NYA,27-04-1966,524.349976,524.349976,524.349976,524.349976,524.349976,0
NYA,28-04-1966,521.179993,521.179993,521.179993,521.179993,521.179993,0
NYA,29-04-1966,521.179993,521.179993,521.179993,521.179993,521.179993,0
NYA,02-05-1966,520.539978,520.539978,520.539978,520.539978,520.539978,0
NYA,03-05-1966,514.72998,514.72998,514.72998,514.72998,514.72998,0
NYA,04-05-1966,511.980011,511.980011,511.980011,511.980011,511.980011,0
NYA,05-05-1966,503.100006,503.100006,503.100006,503.100006,503.100006,0
NYA,06-05-1966,502.149994,502.149994,502.149994,502.149994,502.149994,0
NYA,09-05-1966,493.480011,493.480011,493.480011,493.480011,493.480011,0
NYA,10-05-1966,497.709991,497.709991,497.709991,497.709991,497.709991,0
NYA,11-05-1966,498.549988,498.549988,498.549988,498.549988,498.549988,0
NYA,12-05-1966,492.420013,492.420013,492.420013,492.420013,492.420013,0
NYA,13-05-1966,487.339996,487.339996,487.339996,487.339996,487.339996,0
NYA,16-05-1966,480.890015,480.890015,480.890015,480.890015,480.890015,0
NYA,17-05-1966,476.450012,476.450012,476.450012,476.450012,476.450012,0
NYA,18-05-1966,485.549988,485.549988,485.549988,485.549988,485.549988,0
NYA,19-05-1966,484.809998,484.809998,484.809998,484.809998,484.809998,0
NYA,20-05-1966,487.130005,487.130005,487.130005,487.130005,487.130005,0
NYA,23-05-1966,491.470001,491.470001,491.470001,491.470001,491.470001,0
NYA,24-05-1966,494.850006,494.850006,494.850006,494.850006,494.850006,0
NYA,25-05-1966,496.75,496.75,496.75,496.75,496.75,0
NYA,26-05-1966,496.75,496.75,496.75,496.75,496.75,0
NYA,27-05-1966,498.450012,498.450012,498.450012,498.450012,498.450012,0
NYA,31-05-1966,491.679993,491.679993,491.679993,491.679993,491.679993,0
NYA,01-06-1966,491.779999,491.779999,491.779999,491.779999,491.779999,0
NYA,02-06-1966,491.470001,491.470001,491.470001,491.470001,491.470001,0
NYA,03-06-1966,492.100006,492.100006,492.100006,492.100006,492.100006,0
NYA,06-06-1966,488.609985,488.609985,488.609985,488.609985,488.609985,0
NYA,07-06-1966,485.119995,485.119995,485.119995,485.119995,485.119995,0
NYA,08-06-1966,485.859985,485.859985,485.859985,485.859985,485.859985,0
NYA,09-06-1966,489.350006,489.350006,489.350006,489.350006,489.350006,0
NYA,10-06-1966,494.640015,494.640015,494.640015,494.640015,494.640015,0
NYA,13-06-1966,496.970001,496.970001,496.970001,496.970001,496.970001,0
NYA,14-06-1966,498.660004,498.660004,498.660004,498.660004,498.660004,0
NYA,15-06-1966,496.75,496.75,496.75,496.75,496.75,0
NYA,16-06-1966,495.589996,495.589996,495.589996,495.589996,495.589996,0
NYA,17-06-1966,495.700012,495.700012,495.700012,495.700012,495.700012,0
NYA,20-06-1966,495.48999,495.48999,495.48999,495.48999,495.48999,0
NYA,21-06-1966,497.279999,497.279999,497.279999,497.279999,497.279999,0
NYA,22-06-1966,498.230011,498.230011,498.230011,498.230011,498.230011,0
NYA,23-06-1966,496.230011,496.230011,496.230011,496.230011,496.230011,0
NYA,24-06-1966,496.440002,496.440002,496.440002,496.440002,496.440002,0
NYA,27-06-1966,493.369995,493.369995,493.369995,493.369995,493.369995,0
NYA,28-06-1966,491.040009,491.040009,491.040009,491.040009,491.040009,0
NYA,29-06-1966,486.179993,486.179993,486.179993,486.179993,486.179993,0
NYA,30-06-1966,485.440002,485.440002,485.440002,485.440002,485.440002,0
NYA,01-07-1966,490.200012,490.200012,490.200012,490.200012,490.200012,0
NYA,05-07-1966,491.040009,491.040009,491.040009,491.040009,491.040009,0
NYA,06-07-1966,497.920013,497.920013,497.920013,497.920013,497.920013,0
NYA,07-07-1966,499.709991,499.709991,499.709991,499.709991,499.709991,0
NYA,08-07-1966,500.559998,500.559998,500.559998,500.559998,500.559998,0
NYA,11-07-1966,499.820007,499.820007,499.820007,499.820007,499.820007,0
NYA,12-07-1966,497.279999,497.279999,497.279999,497.279999,497.279999,0
NYA,13-07-1966,494.220001,494.220001,494.220001,494.220001,494.220001,0
NYA,14-07-1966,497.070007,497.070007,497.070007,497.070007,497.070007,0
NYA,15-07-1966,498.549988,498.549988,498.549988,498.549988,498.549988,0
NYA,18-07-1966,498.019989,498.019989,498.019989,498.019989,498.019989,0
NYA,19-07-1966,494.429993,494.429993,494.429993,494.429993,494.429993,0
NYA,20-07-1966,489.98999,489.98999,489.98999,489.98999,489.98999,0
NYA,21-07-1966,489.880005,489.880005,489.880005,489.880005,489.880005,0
NYA,22-07-1966,489.459991,489.459991,489.459991,489.459991,489.459991,0
NYA,25-07-1966,480.26001,480.26001,480.26001,480.26001,480.26001,0
NYA,26-07-1966,479.100006,479.100006,479.100006,479.100006,479.100006,0
NYA,27-07-1966,481.529999,481.529999,481.529999,481.529999,481.529999,0
NYA,28-07-1966,479.730011,479.730011,479.730011,479.730011,479.730011,0
NYA,29-07-1966,478.880005,478.880005,478.880005,478.880005,478.880005,0
NYA,01-08-1966,471.589996,471.589996,471.589996,471.589996,471.589996,0
NYA,02-08-1966,471.480011,471.480011,471.480011,471.480011,471.480011,0
NYA,03-08-1966,476.140015,476.140015,476.140015,476.140015,476.140015,0
NYA,04-08-1966,480.470001,480.470001,480.470001,480.470001,480.470001,0
NYA,05-08-1966,481.100006,481.100006,481.100006,481.100006,481.100006,0
NYA,08-08-1966,479.839996,479.839996,479.839996,479.839996,479.839996,0
NYA,09-08-1966,478.779999,478.779999,478.779999,478.779999,478.779999,0
NYA,10-08-1966,476.660004,476.660004,476.660004,476.660004,476.660004,0
NYA,11-08-1966,476.23999,476.23999,476.23999,476.23999,476.23999,0
NYA,12-08-1966,477.399994,477.399994,477.399994,477.399994,477.399994,0
NYA,15-08-1966,475.079987,475.079987,475.079987,475.079987,475.079987,0
NYA,16-08-1966,468.940002,468.940002,468.940002,468.940002,468.940002,0
NYA,17-08-1966,466.200012,466.200012,466.200012,466.200012,466.200012,0
NYA,18-08-1966,460.269989,460.269989,460.269989,460.269989,460.269989,0
NYA,19-08-1966,456.890015,456.890015,456.890015,456.890015,456.890015,0
NYA,22-08-1966,448.75,448.75,448.75,448.75,448.75,0
NYA,23-08-1966,448.220001,448.220001,448.220001,448.220001,448.220001,0
NYA,24-08-1966,453.51001,453.51001,453.51001,453.51001,453.51001,0
NYA,25-08-1966,447.799988,447.799988,447.799988,447.799988,447.799988,0
NYA,26-08-1966,437.859985,437.859985,437.859985,437.859985,437.859985,0
NYA,29-08-1966,426.329987,426.329987,426.329987,426.329987,426.329987,0
NYA,30-08-1966,433.420013,433.420013,433.420013,433.420013,433.420013,0
NYA,31-08-1966,440.399994,440.399994,440.399994,440.399994,440.399994,0
NYA,01-09-1966,443.459991,443.459991,443.459991,443.459991,443.459991,0
NYA,02-09-1966,442.089996,442.089996,442.089996,442.089996,442.089996,0
NYA,06-09-1966,439.660004,439.660004,439.660004,439.660004,439.660004,0
NYA,07-09-1966,435.73999,435.73999,435.73999,435.73999,435.73999,0
NYA,08-09-1966,434.26001,434.26001,434.26001,434.26001,434.26001,0
NYA,09-09-1966,435.640015,435.640015,435.640015,435.640015,435.640015,0
NYA,12-09-1966,444.839996,444.839996,444.839996,444.839996,444.839996,0
NYA,13-09-1966,447.369995,447.369995,447.369995,447.369995,447.369995,0
NYA,14-09-1966,451.5,451.5,451.5,451.5,451.5,0
NYA,15-09-1966,456.26001,456.26001,456.26001,456.26001,456.26001,0
NYA,16-09-1966,456.149994,456.149994,456.149994,456.149994,456.149994,0
NYA,19-09-1966,454.040009,454.040009,454.040009,454.040009,454.040009,0
NYA,20-09-1966,450.970001,450.970001,450.970001,450.970001,450.970001,0
NYA,21-09-1966,443.359985,443.359985,443.359985,443.359985,443.359985,0
NYA,22-09-1966,444.309998,444.309998,444.309998,444.309998,444.309998,0
NYA,23-09-1966,443.040009,443.040009,443.040009,443.040009,443.040009,0
NYA,26-09-1966,444.100006,444.100006,444.100006,444.100006,444.100006,0
NYA,27-09-1966,445.369995,445.369995,445.369995,445.369995,445.369995,0
NYA,28-09-1966,440.079987,440.079987,440.079987,440.079987,440.079987,0
NYA,29-09-1966,435.320007,435.320007,435.320007,435.320007,435.320007,0
NYA,30-09-1966,436.700012,436.700012,436.700012,436.700012,436.700012,0
NYA,03-10-1966,427.390015,427.390015,427.390015,427.390015,427.390015,0
NYA,04-10-1966,427.920013,427.920013,427.920013,427.920013,427.920013,0
NYA,05-10-1966,425.48999,425.48999,425.48999,425.48999,425.48999,0
NYA,06-10-1966,421.359985,421.359985,421.359985,421.359985,421.359985,0
NYA,07-10-1966,416.290009,416.290009,416.290009,416.290009,416.290009,0
NYA,10-10-1966,423.480011,423.480011,423.480011,423.480011,423.480011,0
NYA,11-10-1966,425.700012,425.700012,425.700012,425.700012,425.700012,0
NYA,12-10-1966,437.220001,437.220001,437.220001,437.220001,437.220001,0
NYA,13-10-1966,437.01001,437.01001,437.01001,437.01001,437.01001,0
NYA,14-10-1966,435.73999,435.73999,435.73999,435.73999,435.73999,0
NYA,17-10-1966,440.609985,440.609985,440.609985,440.609985,440.609985,0
NYA,18-10-1966,447.799988,447.799988,447.799988,447.799988,447.799988,0
NYA,19-10-1966,444.519989,444.519989,444.519989,444.519989,444.519989,0
NYA,20-10-1966,443.25,443.25,443.25,443.25,443.25,0
NYA,21-10-1966,444.839996,444.839996,444.839996,444.839996,444.839996,0
NYA,24-10-1966,446,446,446,446,446,0
NYA,25-10-1966,448.429993,448.429993,448.429993,448.429993,448.429993,0
NYA,26-10-1966,452.450012,452.450012,452.450012,452.450012,452.450012,0
NYA,27-10-1966,456.26001,456.26001,456.26001,456.26001,456.26001,0
NYA,28-10-1966,456.470001,456.470001,456.470001,456.470001,456.470001,0
NYA,31-10-1966,456.359985,456.359985,456.359985,456.359985,456.359985,0
NYA,01-11-1966,459.850006,459.850006,459.850006,459.850006,459.850006,0
NYA,02-11-1966,460.380005,460.380005,460.380005,460.380005,460.380005,0
NYA,03-11-1966,458.790009,458.790009,458.790009,458.790009,458.790009,0
NYA,04-11-1966,460.269989,460.269989,460.269989,460.269989,460.269989,0
NYA,07-11-1966,460.170013,460.170013,460.170013,460.170013,460.170013,0
NYA,09-11-1966,463.76001,463.76001,463.76001,463.76001,463.76001,0
NYA,10-11-1966,466.829987,466.829987,466.829987,466.829987,466.829987,0
NYA,11-11-1966,467.25,467.25,467.25,467.25,467.25,0
NYA,14-11-1966,464.399994,464.399994,464.399994,464.399994,464.399994,0
NYA,15-11-1966,466.089996,466.089996,466.089996,466.089996,466.089996,0
NYA,16-11-1966,470.109985,470.109985,470.109985,470.109985,470.109985,0
NYA,17-11-1966,466.940002,466.940002,466.940002,466.940002,466.940002,0
NYA,18-11-1966,464.079987,464.079987,464.079987,464.079987,464.079987,0
NYA,21-11-1966,457.630005,457.630005,457.630005,457.630005,457.630005,0
NYA,22-11-1966,455.519989,455.519989,455.519989,455.519989,455.519989,0
NYA,23-11-1966,458.899994,458.899994,458.899994,458.899994,458.899994,0
NYA,25-11-1966,462.600006,462.600006,462.600006,462.600006,462.600006,0
NYA,28-11-1966,462.179993,462.179993,462.179993,462.179993,462.179993,0
NYA,29-11-1966,460.589996,460.589996,460.589996,460.589996,460.589996,0
NYA,30-11-1966,460.910004,460.910004,460.910004,460.910004,460.910004,0
NYA,01-12-1966,459.109985,459.109985,459.109985,459.109985,459.109985,0
NYA,02-12-1966,459.320007,459.320007,459.320007,459.320007,459.320007,0
NYA,05-12-1966,459.75,459.75,459.75,459.75,459.75,0
NYA,06-12-1966,462.920013,462.920013,462.920013,462.920013,462.920013,0
NYA,07-12-1966,467.570007,467.570007,467.570007,467.570007,467.570007,0
NYA,08-12-1966,469.470001,469.470001,469.470001,469.470001,469.470001,0
NYA,09-12-1966,470.529999,470.529999,470.529999,470.529999,470.529999,0
NYA,12-12-1966,475.079987,475.079987,475.079987,475.079987,475.079987,0
NYA,13-12-1966,473.809998,473.809998,473.809998,473.809998,473.809998,0
NYA,14-12-1966,473.700012,473.700012,473.700012,473.700012,473.700012,0
NYA,15-12-1966,468.730011,468.730011,468.730011,468.730011,468.730011,0
NYA,16-12-1966,468.839996,468.839996,468.839996,468.839996,468.839996,0
NYA,19-12-1966,467.570007,467.570007,467.570007,467.570007,467.570007,0
NYA,20-12-1966,465.670013,465.670013,465.670013,465.670013,465.670013,0
NYA,21-12-1966,468.200012,468.200012,468.200012,468.200012,468.200012,0
NYA,22-12-1966,470.109985,470.109985,470.109985,470.109985,470.109985,0
NYA,23-12-1966,468.940002,468.940002,468.940002,468.940002,468.940002,0
NYA,27-12-1966,466.51001,466.51001,466.51001,466.51001,466.51001,0
NYA,28-12-1966,464.190002,464.190002,464.190002,464.190002,464.190002,0
NYA,29-12-1966,462.48999,462.48999,462.48999,462.48999,462.48999,0
NYA,30-12-1966,462.279999,462.279999,462.279999,462.279999,462.279999,0
NYA,03-01-1967,462.48999,462.48999,462.48999,462.48999,462.48999,0
NYA,04-01-1967,463.339996,463.339996,463.339996,463.339996,463.339996,0
NYA,05-01-1967,469.26001,469.26001,469.26001,469.26001,469.26001,0
NYA,06-01-1967,472.75,472.75,472.75,472.75,472.75,0
NYA,09-01-1967,476.660004,476.660004,476.660004,476.660004,476.660004,0
NYA,10-01-1967,476.660004,476.660004,476.660004,476.660004,476.660004,0
NYA,11-01-1967,480.579987,480.579987,480.579987,480.579987,480.579987,0
NYA,12-01-1967,483.429993,483.429993,483.429993,483.429993,483.429993,0
NYA,13-01-1967,486.809998,486.809998,486.809998,486.809998,486.809998,0
NYA,16-01-1967,485.970001,485.970001,485.970001,485.970001,485.970001,0
NYA,17-01-1967,491.26001,491.26001,491.26001,491.26001,491.26001,0
NYA,18-01-1967,494,494,494,494,494,0
NYA,19-01-1967,494.220001,494.220001,494.220001,494.220001,494.220001,0
NYA,20-01-1967,496.01001,496.01001,496.01001,496.01001,496.01001,0
NYA,23-01-1967,497.809998,497.809998,497.809998,497.809998,497.809998,0
NYA,24-01-1967,498.76001,498.76001,498.76001,498.76001,498.76001,0
NYA,25-01-1967,495.380005,495.380005,495.380005,495.380005,495.380005,0
NYA,26-01-1967,495.700012,495.700012,495.700012,495.700012,495.700012,0
NYA,27-01-1967,497.809998,497.809998,497.809998,497.809998,497.809998,0
NYA,30-01-1967,500.670013,500.670013,500.670013,500.670013,500.670013,0
NYA,31-01-1967,500.140015,500.140015,500.140015,500.140015,500.140015,0
NYA,01-02-1967,499.5,499.5,499.5,499.5,499.5,0
NYA,02-02-1967,501.089996,501.089996,501.089996,501.089996,501.089996,0
NYA,03-02-1967,504.679993,504.679993,504.679993,504.679993,504.679993,0
NYA,06-02-1967,503.730011,503.730011,503.730011,503.730011,503.730011,0
NYA,07-02-1967,502.679993,502.679993,502.679993,502.679993,502.679993,0
NYA,08-02-1967,507.119995,507.119995,507.119995,507.119995,507.119995,0
NYA,09-02-1967,505.109985,505.109985,505.109985,505.109985,505.109985,0
NYA,10-02-1967,506.160004,506.160004,506.160004,506.160004,506.160004,0
NYA,13-02-1967,506.899994,506.899994,506.899994,506.899994,506.899994,0
NYA,14-02-1967,510.290009,510.290009,510.290009,510.290009,510.290009,0
NYA,15-02-1967,510.609985,510.609985,510.609985,510.609985,510.609985,0
NYA,16-02-1967,508.380005,508.380005,508.380005,508.380005,508.380005,0
NYA,17-02-1967,508.48999,508.48999,508.48999,508.48999,508.48999,0
NYA,20-02-1967,505.850006,505.850006,505.850006,505.850006,505.850006,0
NYA,21-02-1967,505.850006,505.850006,505.850006,505.850006,505.850006,0
NYA,23-02-1967,null,null,null,null,null,null
NYA,24-02-1967,506.480011,506.480011,506.480011,506.480011,506.480011,0
NYA,27-02-1967,501.089996,501.089996,501.089996,501.089996,501.089996,0
NYA,28-02-1967,502.890015,502.890015,502.890015,502.890015,502.890015,0
NYA,01-03-1967,507.859985,507.859985,507.859985,507.859985,507.859985,0
NYA,02-03-1967,510.709991,510.709991,510.709991,510.709991,510.709991,0
NYA,03-03-1967,511.450012,511.450012,511.450012,511.450012,511.450012,0
NYA,06-03-1967,510.709991,510.709991,510.709991,510.709991,510.709991,0
NYA,07-03-1967,511.350006,511.350006,511.350006,511.350006,511.350006,0
NYA,08-03-1967,512.090027,512.090027,512.090027,512.090027,512.090027,0
NYA,09-03-1967,513.570007,513.570007,513.570007,513.570007,513.570007,0
NYA,10-03-1967,515.469971,515.469971,515.469971,515.469971,515.469971,0
NYA,13-03-1967,513.039978,513.039978,513.039978,513.039978,513.039978,0
NYA,14-03-1967,512.51001,512.51001,512.51001,512.51001,512.51001,0
NYA,15-03-1967,517.059998,517.059998,517.059998,517.059998,517.059998,0
NYA,16-03-1967,521.809998,521.809998,521.809998,521.809998,521.809998,0
NYA,17-03-1967,522.77002,522.77002,522.77002,522.77002,522.77002,0
NYA,20-03-1967,522.659973,522.659973,522.659973,522.659973,522.659973,0
NYA,21-03-1967,521.280029,521.280029,521.280029,521.280029,521.280029,0
NYA,22-03-1967,522.77002,522.77002,522.77002,522.77002,522.77002,0
NYA,23-03-1967,526.469971,526.469971,526.469971,526.469971,526.469971,0
NYA,27-03-1967,526.25,526.25,526.25,526.25,526.25,0
NYA,28-03-1967,526.679993,526.679993,526.679993,526.679993,526.679993,0
NYA,29-03-1967,526.039978,526.039978,526.039978,526.039978,526.039978,0
NYA,30-03-1967,526.25,526.25,526.25,526.25,526.25,0
NYA,31-03-1967,523.609985,523.609985,523.609985,523.609985,523.609985,0
NYA,03-04-1967,517.900024,517.900024,517.900024,517.900024,517.900024,0
NYA,04-04-1967,518.01001,518.01001,518.01001,518.01001,518.01001,0
NYA,05-04-1967,521.179993,521.179993,521.179993,521.179993,521.179993,0
NYA,06-04-1967,522.340027,522.340027,522.340027,522.340027,522.340027,0
NYA,07-04-1967,519.169983,519.169983,519.169983,519.169983,519.169983,0
NYA,10-04-1967,512.830017,512.830017,512.830017,512.830017,512.830017,0
NYA,11-04-1967,516.419983,516.419983,516.419983,516.419983,516.419983,0
NYA,12-04-1967,515.890015,515.890015,515.890015,515.890015,515.890015,0
NYA,13-04-1967,519.280029,519.280029,519.280029,519.280029,519.280029,0
NYA,14-04-1967,524.669983,524.669983,524.669983,524.669983,524.669983,0
NYA,17-04-1967,528.159973,528.159973,528.159973,528.159973,528.159973,0
NYA,18-04-1967,532.48999,532.48999,532.48999,532.48999,532.48999,0
NYA,19-04-1967,533.130005,533.130005,533.130005,533.130005,533.130005,0
NYA,20-04-1967,534.289978,534.289978,534.289978,534.289978,534.289978,0
NYA,21-04-1967,535.559998,535.559998,535.559998,535.559998,535.559998,0
NYA,24-04-1967,537.25,537.25,537.25,537.25,537.25,0
NYA,25-04-1967,540.109985,540.109985,540.109985,540.109985,540.109985,0
NYA,26-04-1967,539.580017,539.580017,539.580017,539.580017,539.580017,0
NYA,27-04-1967,544.02002,544.02002,544.02002,544.02002,544.02002,0
NYA,28-04-1967,544.969971,544.969971,544.969971,544.969971,544.969971,0
NYA,01-05-1967,544.650024,544.650024,544.650024,544.650024,544.650024,0
NYA,02-05-1967,544.22998,544.22998,544.22998,544.22998,544.22998,0
NYA,03-05-1967,545.599976,545.599976,545.599976,545.599976,545.599976,0
NYA,04-05-1967,547.609985,547.609985,547.609985,547.609985,547.609985,0
NYA,05-05-1967,548.25,548.25,548.25,548.25,548.25,0
NYA,08-05-1967,549.090027,549.090027,549.090027,549.090027,549.090027,0
NYA,09-05-1967,543.48999,543.48999,543.48999,543.48999,543.48999,0
NYA,10-05-1967,542.539978,542.539978,542.539978,542.539978,542.539978,0
NYA,11-05-1967,545.179993,545.179993,545.179993,545.179993,545.179993,0
NYA,12-05-1967,544.02002,544.02002,544.02002,544.02002,544.02002,0
NYA,15-05-1967,539.890015,539.890015,539.890015,539.890015,539.890015,0
NYA,16-05-1967,542.330017,542.330017,542.330017,542.330017,542.330017,0
NYA,17-05-1967,540.849976,540.849976,540.849976,540.849976,540.849976,0
NYA,18-05-1967,539.679993,539.679993,539.679993,539.679993,539.679993,0
NYA,19-05-1967,537.460022,537.460022,537.460022,537.460022,537.460022,0
NYA,22-05-1967,535.669983,535.669983,535.669983,535.669983,535.669983,0
NYA,23-05-1967,533.340027,533.340027,533.340027,533.340027,533.340027,0
NYA,24-05-1967,527.099976,527.099976,527.099976,527.099976,527.099976,0
NYA,25-05-1967,532.280029,532.280029,532.280029,532.280029,532.280029,0
NYA,26-05-1967,531.330017,531.330017,531.330017,531.330017,531.330017,0
NYA,29-05-1967,528.580017,528.580017,528.580017,528.580017,528.580017,0
NYA,31-05-1967,519.909973,519.909973,519.909973,519.909973,519.909973,0
NYA,01-06-1967,526.25,526.25,526.25,526.25,526.25,0
NYA,02-06-1967,524.030029,524.030029,524.030029,524.030029,524.030029,0
NYA,05-06-1967,515.359985,515.359985,515.359985,515.359985,515.359985,0
NYA,06-06-1967,525.409973,525.409973,525.409973,525.409973,525.409973,0
NYA,07-06-1967,530.059998,530.059998,530.059998,530.059998,530.059998,0
NYA,08-06-1967,533.02002,533.02002,533.02002,533.02002,533.02002,0
NYA,09-06-1967,534.5,534.5,534.5,534.5,534.5,0
NYA,12-06-1967,537.669983,537.669983,537.669983,537.669983,537.669983,0
NYA,13-06-1967,540.849976,540.849976,540.849976,540.849976,540.849976,0
NYA,14-06-1967,539.890015,539.890015,539.890015,539.890015,539.890015,0
NYA,15-06-1967,540.73999,540.73999,540.73999,540.73999,540.73999,0
NYA,16-06-1967,540.950012,540.950012,540.950012,540.950012,540.950012,0
NYA,19-06-1967,541.059998,541.059998,541.059998,541.059998,541.059998,0
